Word Count,Error Frequency,Text with OCR Error,Corrected Text
12,0.26,ot them. SSo mumc inaswr to  your Kkind letotr. You ssay,of them. So much in answer to your kind letter. You say
11,0,"""it was too long."" Believe me, Sir, it was much short;","""it was too long."" Believe me, Sir, it was much short;"
13,0,"but a line is more than I deserve. However, I have made out","but a line is more than I deserve. However, I have made out"
10,0,"in mine, what was wanting in yours. My Mother's jour-","in mine, what was wanting in yours. My Mother's jour-"
11,0,"ney to Gloucester, I fear, is spoiled by the weather. God's","ney to Gloucester, I fear, is spoiled by the weather. God's"
13,0,blessed will be done! I hope to be with you about next Tuesday,blessed will be done! I hope to be with you about next Tuesday
11,0,"sevennight. ""I am missed,"" you say; and you may well miss","sevennight. ""I am missed,"" you say; and you may well miss"
10,0,"such a troublesome guest. Well, God will reward you richly,","such a troublesome guest. Well, God will reward you richly,"
11,0.26,I trust.Nevr dspair of my brotkger; mwmheno d actupuon,I trust. Never despair of my brother; when God acts upon
13,0,"the soul, he makes quick work of it. Be pleased to tell Mr.","the soul, he makes quick work of it. Be pleased to tell Mr."
12,0,"M. that his remissness hath occasioned me many a sigh, and his","M. that his remissness hath occasioned me many a sigh, and his"
11,0,"return from his relapse, matter of abundant thanks to God in","return from his relapse, matter of abundant thanks to God in"
10,0.23,"Hhhis behalf. Omh let  us oun, naexperienccep so|diers, be alwaySs","his behalf. Oh let us young, unexperienced soldiers, be always"
11,0,"upon our guard; the very moment we desert our post, the","upon our guard; the very moment we desert our post, the"
13,0.29,enemy rvshcsihn; an  Ff hecan but divert uoµr eyse fro hloo-,enemy rushes in; and if he can but divert our eyes from look-
12,0.26,"ing hoeeavenward, He will sons  blind us, taht  we all not","ing heavenward, he will soon so blind us, that we shall not"
13,0,look towards it at all. A great deal may be learned from a,look towards it at all. A great deal may be learned from a
13,0,"little fall. But I must not detain you any longer, than to assure","little fall. But I must not detain you any longer, than to assure"
7,0.23,"you how muco Ih am,  Dear Sir","you how much I am, Dear Sir,"
8,0,"Your and Mrs. H.'s sincere friend and servant,","Your and Mrs. H.'s sincere friend and servant,"
4,0,"in our common Lord,","in our common Lord,"
2,0,G. W.,G. W.
2,0,LETTER III.,LETTER III.
3,0.29,To M H.,To Mr. H.
6,0,"Dear Sir, Oxon, Sept. 17, 1734.","Dear Sir, Oxon, Sept. 17, 1734."
11,0.26,"I Had tbhe avouur of yor  leter astt Fvrids,y   whicwm brougkt","I Had the favour of your letter last Friday, which brought"
11,0,"me the agreeable news of your and Mrs, H,'s welfare, to-","me the agreeable news of your and Mrs, H,'s welfare, to-"
9,0,gether with the much-desired account of your approving the,gether with the much-desired account of your approving the
12,0.29,"scheme inclos i my lsat. 1Iniee, Idid not ddoubt of iits","scheme, inclosed in my last. Indeed, I did not doubt of its"
10,0,"meeting; with a candid reception, from all those persons to","meeting; with a candid reception, from all those persons to"
9,0,whom it was recommended. Their known concern for reli-,whom it was recommended. Their known concern for reli-
10,0,"gion, giving me sufficient assurance, that nothing can be un-","gion, giving me sufficient assurance, that nothing can be un-"
10,0,"acceptable to them, which any way tended to promote their","acceptable to them, which any way tended to promote their"
10,0.25,"improuement in hlte divin eelif.e It  muss be Confessed,, idceed.","improvement in the divine life. It must be confessed, indeed,"
12,0,"as you very justly observed, that we must make a great pro-","as you very justly observed, that we must make a great pro-"
11,0,"gress in religion, and be inured by frequent prayer and medi-","gress in religion, and be inured by frequent prayer and medi-"
9,0,"tation, to the extatic contemplation of heavenly objects, before","tation, to the extatic contemplation of heavenly objects, before"
9,0,"we can arrive at true heavenly-mindedness; and, perhaps, after","we can arrive at true heavenly-mindedness; and, perhaps, after"
10,0,"all our endeavours, whilst our souls are immersed in these","all our endeavours, whilst our souls are immersed in these"
11,0,"fleshly tabernacles, we shall make but very small advances in so","fleshly tabernacles, we shall make but very small advances in so"
9,0,"delightful and glorious an undertaking. But believe me, Sir,","delightful and glorious an undertaking. But believe me, Sir,"
10,0,"you cannot imagine, how vastly serviceable the constant use of","you cannot imagine, how vastly serviceable the constant use of"
12,0,"all the means of religion will be, in acquiring this blessed habit","all the means of religion will be, in acquiring this blessed habit"
11,0.24,"o mind. sSuch,   as an earl yrisng in the hmorning, puicb","of mind. Such, as an early rising in the morning, public"
11,0,"and private prayer, a due temperance in all things, and fre-","and private prayer, a due temperance in all things, and fre-"
11,0,quent meditation on the infinite love and purity of that un-,quent meditation on the infinite love and purity of that un-
9,0,"paralleled pattern of all perfection, our dear Redeemer. As","paralleled pattern of all perfection, our dear Redeemer. As"
11,0,"for your mentioning, Sir, the degeneracy of the age, as the","for your mentioning, Sir, the degeneracy of the age, as the"
9,0,least objection against our making further advances in any,least objection against our making further advances in any
10,0,"religious improvement, I cannot by any means admit of it.","religious improvement, I cannot by any means admit of it."
14,0.25,The scripptuuers (asI  ak eiit)  ae to e thhe ony rules of atin.,The scriptures (as I take it) are to be the only rules of action.
11,0,"And the examples of our blessed Lord and his apostles, the","And the examples of our blessed Lord and his apostles, the"
11,0.27,grahmmdpatekns whereyy we ar tof borm hhe conpuctof our,grand patterns whereby we are to form the conduct of our
11,0,"lives. It is true, indeed, that instances of an exalted piety","lives. It is true, indeed, that instances of an exalted piety"
13,0,"are rarely to be met with in the present age, and one would","are rarely to be met with in the present age, and one would"
13,0.32,"fi,  if wiewerIo take m setimat of urrleigio,n from the","think, if we were to take an estimate of our religion, from the"
10,0,"lives of most its professors, that christianity was nothing but","lives of most its professors, that christianity was nothing but"
12,0,"a dead letter. But then it is not our religion, but ourselves","a dead letter. But then it is not our religion, but ourselves"
13,0,that are to be blamed all this while. Would we live as the,that are to be blamed all this while. Would we live as the
10,0.28,"primiiV christianSsd id, ew mgHhtno doubt have the ame","primitive christians did, we might no doubt have the same"
10,0.27,"asssicteance  ouohsafed uSs, cas heyhad. Go'dss grace s nerver","assistance vouchsafed us, as they had. God's grace is never"
10,0,"restrained, and though we should not arrive at those heights","restrained, and though we should not arrive at those heights"
8,0,"of heavenly-mindedness, as some of the primitive christians","of heavenly-mindedness, as some of the primitive christians"
11,0.29,"weree emihnnent fo,r yet, methik Wwe uhooud  mitate thme a faRr","were eminent for, yet, methinks we should imitate them as far"
13,0.28,"s we cn, and  mely bon nhhet ivine Goodness rf drrants of such","as we can, and rely on the divine goodness for grants of such"
13,0.26,"a  spuply fo gnrace,  a s he, nhis god lpeaure, shhhail  judge most","a supply of grace, as he, in his good pleasure, shall judge most"
11,0.29,convggeniientt or su. Be 1asegd tb fen fo   rMr. Law's Crhtstia,convenient for us. Be pleased to fend for Mr. Law's Chrtstian
10,0,"Perfection for me against my coming into the country, if","Perfection for me against my coming into the country, if"
12,0,"printed in a small edition. I am, with due respects to self,","printed in a small edition. I am, with due respects to self,"
5,0,"spouse, and all other friends,","spouse, and all other friends,"
2,0,"Your's sincerely,","Your's sincerely,"
2,0,G. W.,G. W.
2,0,LETTER IV.,LETTER IV.
6,0,"Dear Sir, Oxon Dec. 4, 1734.","Dear Sir, Oxon Dec. 4, 1734."
13,0,T Am heartily glad to hear that the country parson has had so,T Am heartily glad to hear that the country parson has had so
13,0.29,"good an eect ur vyou, andthatyo u are resoolvveb to sSt iu","good an effect upon you, and that you are resolved to set in"
10,0.25,"earenst, aoboot wolrknig out oiur  allvation: Be sure; quaench ut","earnest, about working out your salvation: Be sure; quench not"
10,0,"these first motions; but go on vigorously and manfully, without","these first motions; but go on vigorously and manfully, without"
13,0,the least regard to what the world may say; if you can once,the least regard to what the world may say; if you can once
12,0,"break with that, you are safe. The prayers, I hope to send","break with that, you are safe. The prayers, I hope to send"
12,0,"you next week. Only let me give you this caution, no to","you next week. Only let me give you this caution, no to"
12,0.29,"eped on nay advice or 66ok, thoat is ivvn you; buut oeyl","depend on any advice or book, that is given you; but solely"
12,0,on the grace of God attending it. The book which I have,on the grace of God attending it. The book which I have
12,0,"sent to my brother, and would recommend to you and all my","sent to my brother, and would recommend to you and all my"
10,0.27,"Govucester fienpds, wiill soon cnvnce youhOow danoUs   it is","Gloucester friends, will soon convince you how dangerous it is"
12,0,"to be a lukewarm christian, and that there is nothing to be","to be a lukewarm christian, and that there is nothing to be"
9,0,"done without breaking from the world, denying ourselves daily,","done without breaking from the world, denying ourselves daily,"
9,0,"taking up our cross, and following Jesus Christ. These","taking up our cross, and following Jesus Christ. These"
12,0.28,"tings may esem a   ltitl etrrrible at fit, bt bhbelevme e, they","things may seem a little terrible at first, but believe me, they"
11,0,are nothing but suggestions of our enemy to deter us from,are nothing but suggestions of our enemy to deter us from
11,0.25,"steing out; arnd if you cva crdit m, motficaton itslf, Wvvwwhen","setting out; and if you can credit me, mortification itself, when"
11,0,"once practised, is the greatest pleasure in the world But hold,","once practised, is the greatest pleasure in the world But hold,"
10,0.29," shalt rancgre  the tihe prescribed me, tthercfore gdgiv me","I shall transgress the time prescribed me, therefore give me"
11,0,only leave to add my hearty prayer for your successful pro-,only leave to add my hearty prayer for your successful pro-
10,0,"gress in religion, and to subscribe myself in great haste,","gress in religion, and to subscribe myself in great haste,"
2,0,"Dear Sir,","Dear Sir,"
6,0,"Your sincere friend and humble servant,","Your sincere friend and humble servant,"
2,0,G. W.,G. W.
2,0,LETTER V.,LETTER V.
6,0,"Dear Sir, Oxon Feb. 20, 1735.","Dear Sir, Oxon Feb. 20, 1735."
13,0,"I Believe you think me a strange sort of a person, for not","I Believe you think me a strange sort of a person, for not"
11,0,being so good as my word in coming down this winter,being so good as my word in coming down this winter
13,0,"and what is worse, in not letting you have a line to acquaint","and what is worse, in not letting you have a line to acquaint"
14,0,"you of my reasons for it. And indeed, I am not as yet de-","you of my reasons for it. And indeed, I am not as yet de-"
8,0,termined; providence having ordered (I hope) that this,termined; providence having ordered (I hope) that this
9,0,"seeming unkindness shall, in the end, prove very serviceable","seeming unkindness shall, in the end, prove very serviceable"
11,0,"on all sides. However, though I have been thus hindered, yet,","on all sides. However, though I have been thus hindered, yet,"
12,0,"I think you heard from me last, and am really surprized to","I think you heard from me last, and am really surprized to"
11,0,"find you should, now so long since, have desired that col-","find you should, now so long since, have desired that col-"
9,0,"lection of prayers, and be wholly unconcerned about them","lection of prayers, and be wholly unconcerned about them"
12,0.28,"eevr aer I|Ineed, hey willb e of nno sxerviice to yo, unlesc","ever after. Indeed, they will be of no service to you, unless"
10,0,"you grant me this one postulatum: ""That we must renounce","you grant me this one postulatum: ""That we must renounce"
10,0,"ourselves."" What the meaning of this phrase may be, the","ourselves."" What the meaning of this phrase may be, the"
13,0,preface to the prayers will best inform you. I did not doubt of,preface to the prayers will best inform you. I did not doubt of
12,0.28,"its m3etinwgthbut a o1d reocepiomn, it bing (t   first view)","its meeting with but a cold reception, it being (at first view)"
11,0.29,"so   very contrryt u lesh aandd   bloo .For, perhaps, yo amy","so very contrary to flesh and blood. For, perhaps, you may"
9,0,"think, that this renouncing of ourselves, must necessarily lead","think, that this renouncing of ourselves, must necessarily lead"
11,0,us (as it certainly does) to acts of self-denial and mortification;,us (as it certainly does) to acts of self-denial and mortification;
11,0.31,"amd,, that we proabbl ymay e sravdtwhut 1th3m .And  lset","and, that we probably may be saved without them. And lest"
11,0,"you should after all imagine, (which I trust you will not)","you should after all imagine, (which I trust you will not)"
11,0.25,"taht rfeu rceli9iiio  dos cconsist in hay thing, pesides an netire","that true religion does consist in any thing, besides an entire"
12,0,renewal of our natures into the image of God; I have sent,renewal of our natures into the image of God; I have sent
13,0.27,"uo a book tetied ,Thee Life fo od in theS oul 0ofan,","you a book entitled, The Life of God in the Soul of Man,"
11,0.27,"Wwritte  by a yng,  but a nennninen Chritsan, whih wwwill in-","written by a young, but an eminent Christian, which will in-"
12,0,"form you, what true religion is, and by what means you may","form you, what true religion is, and by what means you may"
10,0.29,"ttain it. aAs liikwi, ho wr&che|lv mst p3elop err in","attain it. As likewise, how wr&chedly most people err in"
12,0.23,"hceir sentiemntc about it, wh   suppse it to bee ntohinn eIIse (s","their sentiments about it, who suppose it to be nothing else (as"
13,0,he tells us on page 3d) but a mere model of outward performances;,he tells us on page 3d) but a mere model of outward performances;
9,0,"without ever considering, that all our corrupt passions must","without ever considering, that all our corrupt passions must"
11,0,"be subdued, and a complex habit of virtues, such as meekness,","be subdued, and a complex habit of virtues, such as meekness,"
12,0,"lowliness, faith, hope, and the love of God and of man, be","lowliness, faith, hope, and the love of God and of man, be"
12,0,"implanted in their room, before we can have the least title to","implanted in their room, before we can have the least title to"
11,0,enter into the kingdom of God. Our divine master having ex-,enter into the kingdom of God. Our divine master having ex-
10,0,"pressly told us, that ""unless we renounce ourselves, and take","pressly told us, that ""unless we renounce ourselves, and take"
11,0.3,"""u our craos gdaill,y we ccuot be his diisciules."" Amd aain,","""up our cross daily, we cannot be his disciples."" And again,"
12,0.25,"""nuless ew  hove +thhe sirt of Khvist, wee akre nonaae of hiis.""","""unless we have the spirit of Christ, we are none of his."""
11,0,"You will scarce have time, I imagine, before Mr. H. leaves","You will scarce have time, I imagine, before Mr. H. leaves"
10,0,"Gloucester, to revise, what I have recommended to your perusal.","Gloucester, to revise, what I have recommended to your perusal."
12,0,"However, be pleased to let me hear from you by him, together","However, be pleased to let me hear from you by him, together"
11,0,with an account of your free sentiments about this matter. I,with an account of your free sentiments about this matter. I
11,0,"trust (by God's grace) we shall, at last, rightly understand one","trust (by God's grace) we shall, at last, rightly understand one"
11,0,"another's meaning. I should be glad to hear too, whether you","another's meaning. I should be glad to hear too, whether you"
11,0,"keep morning prayers, and how often you receive the holy com-","keep morning prayers, and how often you receive the holy com-"
9,0.28,"mnion,, thcera eeing nothiing, hch so mch bo-dwarfs s","munion, there being nothing, which so much be-dwarfs us"
9,0,"in religion, and hinders our progress towards the heavenly","in religion, and hinders our progress towards the heavenly"
10,0.23,"Cannsaan, asstarving our ocsulsb y kepinq  uaway fro mkhe","Canaan, as starving our souls by keeping away from the"
11,0.26,heavenlybbquet. I ha no71hnig  monret o   add cat dpresent oon,heavenly banquet. I have nothing more to add at present on
13,0.3,"ths suject til|l you favuor  ma i a iine,, whch. ,I hupe, you","this subject, till you favour me with a line, which, I hope, you"
13,0,"will not fail doing by Mr. H. who will willingly bring it to,","will not fail doing by Mr. H. who will willingly bring it to,"
2,0,"Dear Sir,","Dear Sir,"
7,0,"Your sincere friend and very humble servant,","Your sincere friend and very humble servant,"
2,0.17,G.. W.,G. W.
2,0.33,LETJTER V,LETTER VI.
6,0.36,"DearrS ir,Oxo Marc ,61735","Dear Sir, Oxon, March 6, 1735."
13,0,"I Had the favour of your letter by Mr. H. and, as desired,","I Had the favour of your letter by Mr. H. and, as desired,"
9,0.26,I havve mde enquiryrabuot tmhe ops—-mazters an dclrks,I have made enquiry about the post-masters and clerks
13,0.25,"off MertOonn. Azs too thef omr33r,  I hear, aht the ives enior Eel-","of Merton. As to the former, I hear, that the five senior fel-"
14,0.29,"tllos hrve ahh a power to eeectone im hs turnn, and thaat there","lows have each a power to elect one in his turn, and that there"
14,0,"is now a vacancy, but one ready on the spot to supply it, and","is now a vacancy, but one ready on the spot to supply it, and"
10,0,no likelihood of there being another this long while. The,no likelihood of there being another this long while. The
12,0,"latter, are solely in the power of the warden, and though all","latter, are solely in the power of the warden, and though all"
13,0,"the places are at present filled up, yet, there will be a vacancy","the places are at present filled up, yet, there will be a vacancy"
10,0.3,"ntst term, so thaet, perhaps, by a ssaonebe pdpllitaion, y0ur","next term, so that, perhaps, by a seasonable application, your"
11,0,brother may get a friend in. Thus much for business. As,brother may get a friend in. Thus much for business. As
12,0,"for the other particular, specified in the latter part of your last;","for the other particular, specified in the latter part of your last;"
13,0,I find by what I can gather from your own and my brother's,I find by what I can gather from your own and my brother's
11,0,"expressions, as well as from Mr. H.'s discourse, that my late","expressions, as well as from Mr. H.'s discourse, that my late"
12,0,letters have met with but a cold reception; and that you seem,letters have met with but a cold reception; and that you seem
11,0,desirous of hearing no more of so seemingly ungrateful a sub-,desirous of hearing no more of so seemingly ungrateful a sub-
12,0,"ject, as submitting our wills to the will of God; which, in-","ject, as submitting our wills to the will of God; which, in-"
12,0.25,"d3eed, is  al ta i implied in thatth pras (wchh or enemy","deed, is all that is implied in that phrase (which our enemy"
10,0.28,uwld represen  sso farrnmidable too su)) of renoucig noukrfesies.,would represent as so formidable to us) of renouncing ourselves.
10,0.27,"las, ir  !mwhat is theer hta  aepars so mossntRously terrible","Alas, Sir! what is there that appears so monstrously terrible"
14,0.31,"in a dctrie halt is, or ol euast oght oo b) he constnaftt sub-","in a doctrine that is, (or at least ought to be) the constant sub-"
12,0,"ject of our prayers, whenever we put up that petition of our","ject of our prayers, whenever we put up that petition of our"
12,0,"Lord's: ""Thy will be done in earth, as it is in Heaven.""","Lord's: ""Thy will be done in earth, as it is in Heaven."""
13,0.28,The imporrt of which fseesm tto  b thiz. IEft Ihat  do 3evrey,"The import of which seems to be this. Ift, That we do every"
10,0.21,"thing taht God willss,a nd noqoathHhing bat what he iwllaetth.","thing that God wills, and nothing but what he willeth."
11,0.27,"2dl, That we dq  eeverhing h wilz ,only in te mmannr","2dly, That we do everything he wills, only in the manner"
11,0.23,"h  iletk,  3dly, Thhatt wee do lhoe things e willeth, only","he willeth, 3dly, That we do those things he willeth, only"
11,0,"because he willeth. This is all, Sir, I have been endeavour-","because he willeth. This is all, Sir, I have been endeavour-"
12,0,ing to inculcate in my late letters; and though it seems as,ing to inculcate in my late letters; and though it seems as
10,0,"clear as the light, upon an impartial and considerate view,","clear as the light, upon an impartial and considerate view,"
11,0,"yet, our grand impostor (whose very corruption is having a will","yet, our grand impostor (whose very corruption is having a will"
9,0,"distinct from, and therefore contrary to God's) would fain","distinct from, and therefore contrary to God's) would fain"
12,0,"set it out in the most hideous colours, as though we were","set it out in the most hideous colours, as though we were"
9,0.19,"""Settesr forth  of sstkange octrie;s""  or rpoposing some  higher","""Setters forth of strange doctrines;"" or proposing some higher"
9,0,"degrees of perfection, than every ordinary Christian is obliged","degrees of perfection, than every ordinary Christian is obliged"
12,0,"to aspire after; whereas, in truth, it is nothing but the simple","to aspire after; whereas, in truth, it is nothing but the simple"
10,0.27,"and cevidn ftlangvage fo the gospel.I  t ouslt dbb contessd,","and evident language of the gospel. It must be confessed,"
10,0.25,"that thruoch the  corrupiabn of ourd erpavdn naature,ad  that","that through the corruption of our depraved nature, and that"
10,0,"power, which self-will has, since the Fall, usurped in the","power, which self-will has, since the Fall, usurped in the"
10,0.25,"soul,  we must neccecarillyb reakt hrrough a great nmmai OOopb-","soul, we must necessarily break through a great many ob-"
11,0,"stacles. But, dear Sir, be not dismayed, the difficulty lies only","stacles. But, dear Sir, be not dismayed, the difficulty lies only"
13,0,"in our first setting out. Be but vigorous at the first onset, and","in our first setting out. Be but vigorous at the first onset, and"
12,0,never fear a conquest. The renewal of our natures is a work,never fear a conquest. The renewal of our natures is a work
13,0,of great importance. It is not to be done in a day. We,of great importance. It is not to be done in a day. We
15,0,"have not only a new house to build up, but an old one to pull","have not only a new house to build up, but an old one to pull"
11,0.25,"down.Btu then, moethink,,c this wouoltd be an odd ayy of","down. But then, methinks, this would be an odd way of"
9,0,"reasoning, ""Because a thing requires some pains, I therefore,","reasoning, ""Because a thing requires some pains, I therefore,"
12,0,"will never set about it."" No, Sir, rather up and be doing.","will never set about it."" No, Sir, rather up and be doing."
12,0,"Exert your utmost efforts at your first setting out, and take my","Exert your utmost efforts at your first setting out, and take my"
10,0,"word, your strength as well as resolution will increase daily.","word, your strength as well as resolution will increase daily."
13,0,The means also which are necessary to be used in order to at-,The means also which are necessary to be used in order to at-
10,0,"tain this end, our cursed adversary the devil would represent","tain this end, our cursed adversary the devil would represent"
11,0,to us in the most hideous forms imaginable. But believe me.,to us in the most hideous forms imaginable. But believe me.
12,0.27,"Sir, thed ifficulty her to. onyl liiei   our firfs breakkindg from","Sir, the difficulty here too, only lies in our first breaking from"
11,0,"ourselves, and that there is really more pleasure in these for-","ourselves, and that there is really more pleasure in these for-"
9,0,"midable duties of self-denial and mortification, than in the","midable duties of self-denial and mortification, than in the"
9,0,highest indulgences of the greatest epicure upon earth. Give,highest indulgences of the greatest epicure upon earth. Give
