Word Count,Error Frequency,Text with OCR Error,Corrected Text
11,0.26,"engagged i sbirituals ut ""Mrs. H. Hsa s6beeill, ndd is","engaged in spirituals: But ""Mrs. H. has been ill, and is"
9,0.28,"""now recorered."" Godhe griasde fbro btoh! Dur Saviou,r","""now recovered."" God be praised for both! Our Saviour,"
11,0.27,"Sik, learnt oobetdience by h+e thinggs hwih h sufpffer3ed, o musf:","Sir, learnt obedience by the things which he suffered, so must:"
12,0.27,"c; .Paimn,if patiently enoured, an dsanboctfiiedld +o us is a great","we. Pain, if patiently endured, and sanctified to us, is a great"
10,0,purifier of our corrupted nature. It will teach us excellent,purifier of our corrupted nature. It will teach us excellent
11,0,lessons. I hope MR. H. has been enabled to learn some,lessons. I hope MR. H. has been enabled to learn some
12,0,of them. So much in answer to your kind letter. You say,of them. So much in answer to your kind letter. You say
11,0.31,"""it was toq long, e|livvve me Sir, tw a muhs short;","""it was too long."" Believe me, Sir, it was much short;"
13,0.25,"bbu ta line is mre than I dexxsserne  Howevor, I| have made out","but a line is more than I deserve. However, I have made out"
10,0,"in mine, what was wanting in yours. My Mother's jour-","in mine, what was wanting in yours. My Mother's jour-"
11,0.3,"nY eto Gloouuceser,   ea,n si spodi by the weather. God's","ney to Gloucester, I fear, is spoiled by the weather. God's"
13,0,blessed will be done! I hope to be with you about next Tuesday,blessed will be done! I hope to be with you about next Tuesday
11,0.25,"sevevnnight. ""l  um missed"" yovsy; and you may well miiss","sevennight. ""I am missed,"" you say; and you may well miss"
10,0.26,"such a trovbtleeesornmg guesl. Wel,l   God will rewda yoµ umriichl,","such a troublesome guest. Well, God will reward you richly,"
11,0.25,I trust. Nuyvekrd esspai of my brohteer; hwenn Go dact upon,I trust. Never despair of my brother; when God acts upon
13,0.28,"the so1, h make  qucik wOork aoffit, Be plesed to tell Mr.","the soul, he makes quick work of it. Be pleased to tell Mr."
12,0.28,M. that hiss remissnes hpat ooccasioned me nnmy a sihg an hiis,"M. that his remissness hath occasioned me many a sigh, and his"
11,0.27,"erturn fro ihs relapse, maatteer f abunddnt tbans ot Go diin","return from his relapse, matter of abundant thanks to God in"
10,0.27,"his 3bha|f. Oh l t   uS youg, unexxperienced soldiers,s be1l wayc","his behalf. Oh let us young, unexperienced soldiers, be always"
11,0.26,uoopn our guar the evym omen we deeseert ou rpost the,"upon our guard; the very moment we desert our post, the"
13,0.29,enemy rvshoes in; andi fff he an but diveert oour yes Ffrooh-,enemy rushes in; and if he can but divert our eyes from look-
12,0.25,"rg haevanwartd, hh will soonn so  blind u55s, hat  weshall no1t","ing heavenward, he will soon so blind us, that we shall not"
13,0,look towards it at all. A great deal may be learned from a,look towards it at all. A great deal may be learned from a
13,0.29,"littl sal.l BBut I mus7  nto detian you  ny longeer, ta noasur","little fall. But I must not detain you any longer, than to assure"
7,0.3,"yu ho muuc I a, Deoar  iSr,","you how much I am, Dear Sir,"
8,0.25,"oYur an Mrsr;,,. H.''s snccrce friend ancld servant,","Your and Mrs. H.'s sincere friend and servant,"
4,0,"in our common Lord,","in our common Lord,"
2,0.2,G. W.,G. W.
2,0,LETTER III.,LETTER III.
3,0.22,To r.. H.,To Mr. H.
6,0.24,"Dea Sir, Oxon,   ept. 17 l734.","Dear Sir, Oxon, Sept. 17, 1734."
11,0,"I Had the favour of your letter last Friday, which brought","I Had the favour of your letter last Friday, which brought"
11,0,"me the agreeable news of your and Mrs, H,'s welfare, to-","me the agreeable news of your and Mrs, H,'s welfare, to-"
9,0,gether with the much-desired account of your approving the,gether with the much-desired account of your approving the
12,0,"scheme, inclosed in my last. Indeed, I did not doubt of its","scheme, inclosed in my last. Indeed, I did not doubt of its"
10,0.27,"meeting; wit h acanclid rercepio, fom   all ltkosse ersons to","meeting; with a candid reception, from all those persons to"
9,0,whom it was recommended. Their known concern for reli-,whom it was recommended. Their known concern for reli-
10,0,"gion, giving me sufficient assurance, that nothing can be un-","gion, giving me sufficient assurance, that nothing can be un-"
10,0.35,"ac3ptabIe to te, whch any a tedced topromote tei","acceptable to them, which any way tended to promote their"
10,0.26,"mpraovaement  in thce dyiine life. ItmuSst bcnbfsese,d iudeedd,","improvement in the divine life. It must be confessed, indeed,"
12,0.27,"as you vergy jusftly obseveedd;,thuat we mstmak coa grae 7pro-","as you very justly observed, that we must make a great pro-"
11,0.22,"ggreszs in   nreligio, an be inred bpby Rfequeent prayer annd emdi-","gress in religion, and be inured by frequent prayer and medi-"
9,0,"tation, to the extatic contemplation of heavenly objects, before","tation, to the extatic contemplation of heavenly objects, before"
9,0.28,"wecanr rive otu te hisvoemnly-mnidednes; adn,   prhaps, after","we can arrive at true heavenly-mindedness; and, perhaps, after"
10,0.3,"a|lll ur endeawvour, wnlst uou suls are imerde ii nthese","all our endeavours, whilst our souls are immersed in these"
11,0.28,"fl66eshly lbernacesl, we  fshall mske but very smll obdyvane(s ins o","fleshly tabernacles, we shall make but very small advances in so"
9,0,"delightful and glorious an undertaking. But believe me, Sir,","delightful and glorious an undertaking. But believe me, Sir,"
10,0.27,"you caunoot imagnie, how vvatsly serviceesbe te consath use oos","you cannot imagine, how vastly serviceable the constant use of"
12,0.31,"all the menas of reigon willl vbe, in acuqi|ig tis lessecl haft","all the means of religion will be, in acquiring this blessed habit"
11,0.3,"of mmind Such, sa n earli risin in h mmorniing,  blic","of mind. Such, as an early rising in the morning, public"
11,0.29,"nqd ppriv7ae rpcayer, a due tpepearce i al1l thins, aaund fre-","and private prayer, a due temperance in all things, and fre-"
11,0.31,quneIt    madtttaioon no th inniti love andd pity of that un-,quent meditation on the infinite love and purity of that un-
9,0,"paralleled pattern of all perfection, our dear Redeemer. As","paralleled pattern of all perfection, our dear Redeemer. As"
11,0.29,"for your   meinnoing, Sied egeneracy  f th  age, as tthe","for your mentioning, Sir, the degeneracy of the age, as the"
9,0.25,leaast objection aguinstouv  akingg fURthir advaes inh any,least objection against our making further advances in any
10,0,"religious improvement, I cannot by any means admit of it.","religious improvement, I cannot by any means admit of it."
14,0.3,Te scripures (as I takeit) agc to be  +the ol rulesof  ation.,The scriptures (as I take it) are to be the only rules of action.
11,0.28,And he exsmmples of ur vlessedd Lod andhiss apostle thbe,"And the examples of our blessed Lord and his apostles, the"
11,0.29,gvand patersn Uueereby we are oform thee onduct fco oOur,grand patterns whereby we are to form the conduct of our
11,0.28,"lives. It is tree,  indeed, that nstacsf ane xaltdp ty","lives. It is true, indeed, that instances of an exalted piety"
13,0.3,"are rrarel fo be m eitwth in 3h present ag, and oen wultd","are rarely to be met with in the present age, and one would"
13,0,"think, if we were to take an estimate of our religion, from the","think, if we were to take an estimate of our religion, from the"
10,0.3,"ivex of masf its professo,,  that christirnity awas nunhingbut","lives of most its professors, that christianity was nothing but"
12,0,"a dead letter. But then it is not our religion, but ourselves","a dead letter. But then it is not our religion, but ourselves"
13,0.27,tahIt cne  to e blmed alll this while.  Wu1d  eliiev as the,that are to be blamed all this while. Would we live as the
10,0.25,"ipitive cmhrstinuas did, we mmihtncoo doubt have te same","primitive christians did, we might no doubt have the same"
10,0,"assistance vouchsafed us, as they had. God's grace is never","assistance vouchsafed us, as they had. God's grace is never"
10,0.28,"rrestrnaied,,and thovgh wwesouldn ot arrive at tos he3ights","restrained, and though we should not arrive at those heights"
8,0.24,"of havenly-mndedldnesss,a  s some of   tthe pimnmiItive christiiahncs","of heavenly-mindedness, as some of the primitive christians"
11,0,"were eminent for, yet, methinks we should imitate them as far","were eminent for, yet, methinks we should imitate them as far"
13,0.28,"as we can, and rlya n the divine oonnezs sffor6 rants af snh","as we can, and rely on the divine goodness for grants of such"
13,0.28,"a supp f grea,  as he, in   hi ogod  pleseusshall judge   most","a supply of grace, as he, in his good pleasure, shall judge most"
11,0.27,"(coveinent for u,s Be Ppleased tof end for  Mr. Ls  Crhttian",convenient for us. Be pleased to fend for Mr. Law's Chrtstian
10,0,"Perfection for me against my coming into the country, if","Perfection for me against my coming into the country, if"
12,0,"printed in a small edition. I am, with due respects to self,","printed in a small edition. I am, with due respects to self,"
5,0,"spouse, and all other friends,","spouse, and all other friends,"
2,0,"Your's sincerely,","Your's sincerely,"
2,0.25,G. .,G. W.
2,0.27,LLLETTER I.,LETTER IV.
6,0.26,"Dear Sir,O xon eDc .4, 174.","Dear Sir, Oxon Dec. 4, 1734."
13,0.25,T Am heatrl goda to heear taht +thecouuntrg pparson  has had so,T Am heartily glad to hear that the country parson has had so
13,0.3,"good an eEffec upon u, and that Yyou ue rsotved t st n","good an effect upon you, and that you are resolved to set in"
10,0.28,"eanes, aboout wokring out your qattvato:    B sure;quench nt","earnest, about working out your salvation: Be sure; quench not"
10,0.31,"hesoe firrst mtiovs; dut go oi goous|ly a dmanflly, whiout","these first motions; but go on vigorously and manfully, without"
13,0.27,thce lst regr  tdo what +he orllld msay sa;  if ou can onnce,the least regard to what the world may say; if you can once
12,0.3,"beak iwt hthat you are afe,. Te rajerr,s Ihope to senp","break with that, you are safe. The prayers, I hope to send"
12,0.21,"gyu next eek. Onliy le m egivve you thiscautioomn, no to","you next week. Only let me give you this caution, no to"
12,0,"depend on any advice or book, that is given you; but solely","depend on any advice or book, that is given you; but solely"
12,0,on the grace of God attending it. The book which I have,on the grace of God attending it. The book which I have
12,0,"sent to my brother, and would recommend to you and all my","sent to my brother, and would recommend to you and all my"
10,0.32,louceser frensd  il lsoo convcee you howw dangeerus itt is,"Gloucester friends, will soon convince you how dangerous it is"
12,0.27,"tco bia lukewwrm christiaan, d thsa tthere is nothnng  tao be","to be a lukewarm christian, and that there is nothing to be"
9,0.31,"done wihoout brekinG rom h   wl,d deningg uorslves dil,y","done without breaking from the world, denying ourselves daily,"
9,0,"taking up our cross, and following Jesus Christ. These","taking up our cross, and following Jesus Christ. These"
12,0.23,"thingg   may seem aa   little lterirble att frst,  but beliere e,, they","things may seem a little terrible at first, but believe me, they"
11,0,are nothing but suggestions of our enemy to deter us from,are nothing but suggestions of our enemy to deter us from
11,0,"setting out; and if you can credit me, mortification itself, when","setting out; and if you can credit me, mortification itself, when"
11,0.28,"Ouce pracis,ed s the gratest lpesasRe i  the wolmd But bhold,","once practised, is the greatest pleasure in the world But hold,"
10,0.25,"I sshll    ttrqansgggress the time rpe5secribed e, theRgeforo ggive me","I shall transgress the time prescribed me, therefore give me"
11,0,only leave to add my hearty prayer for your successful pro-,only leave to add my hearty prayer for your successful pro-
10,0.28,"gres i nre|igion,, and lto susrid myef|f in gr3eathastte","gress in religion, and to subscribe myself in great haste,"
2,0.25,"eDar ir,","Dear Sir,"
6,0.28,"our  snicer  friend and humble  sekynt,","Your sincere friend and humble servant,"
2,0.2,Q. W.,G. W.
2,0.25,LETTERV.,LETTER V.
6,0.22,"er SSir, Oxon Fbe. 20, 775.","Dear Sir, Oxon Feb. 20, 1735."
13,0,"I Believe you think me a strange sort of a person, for not","I Believe you think me a strange sort of a person, for not"
11,0.32,beings og od s mg ord n coming doown tih sinler,being so good as my word in coming down this winter
13,0.27,"a nnwhat iss uwrse, in no lletng youu have a line to   acquaaint","and what is worse, in not letting you have a line to acquaint"
14,0,"you of my reasons for it. And indeed, I am not as yet de-","you of my reasons for it. And indeed, I am not as yet de-"
8,0.32,termined; drpoyidonce haignd e d(I  hope that nhis,termined; providence having ordered (I hope) that this
9,0.32,"saeming unkindnes ali, i the rend, prove  ver srvatlbe","seeming unkindness shall, in the end, prove very serviceable"
11,0,"on all sides. However, though I have been thus hindered, yet,","on all sides. However, though I have been thus hindered, yet,"
12,0.26,"I thikn you head rom me l5st, na am  reailvy srrizze dtto","I think you heard from me last, and am really surprized to"
11,0.25,"Efind yoo uh0ould, hnoow xso long sircg, hUued esiired +hat col-","find you should, now so long since, have desired that col-"
9,0,"lection of prayers, and be wholly unconcerned about them","lection of prayers, and be wholly unconcerned about them"
12,0.25,"ever after Ineded, the  will bba bf no   seerivcce tao yoµ.,, uvnless","ever after. Indeed, they will be of no service to you, unless"
10,0,"you grant me this one postulatum: ""That we must renounce","you grant me this one postulatum: ""That we must renounce"
10,0.24,"uourelvess,"" Wkhmat tteh meanig ot this ghrase may he, the","ourselves."" What the meaning of this phrase may be, the"
13,0.26,vreface tOo the poyerrrss wlil bet inforrry ou. I did mnot douubt of,preface to the prayers will best inform you. I did not doubt of
12,0.21,"ist   meeting wwith 6ut a coold recepitou, it being (uat Sisst view)","its meeting with but a cold reception, it being (at first view)"
11,0.28,"so ver contrayr ot  flsh and blod. For, perRhp,, iou miya","so very contrary to flesh and blood. For, perhaps, you may"
9,0.27,"think, that tHise ouncin of oukselves  mus mmneces5ariy lead","think, that this renouncing of ourselves, must necessarily lead"
11,0.3,us (ssict raintly doe) tbo act fo seltf-doeniI and orittficattion;,us (as it certainly does) to acts of self-denial and mortification;
11,0.31,"adt, hat w pemobablyy may be ade withovttomm. Aud lesl","and, that we probably may be saved without them. And lest"
11,0.27,"you sshuold aftrall imaggGnie,     (which I trust yu will rt)","you should after all imagine, (which I trust you will not)"
11,0.23,"thpqt tru ereliginoo dOes consist i any thnig, esiddesa n  etnre","that true religion does consist in any thing, besides an entire"
12,0.28,rcnewal osf ouvr natureSs int thi imagg  3of God; I hee sent,renewal of our natures into the image of God; I have sent
13,0.27,"you a obok   etvittle, Te  Lieof Gd in the Soutl o Man,","you a book entitled, The Life of God in the Soul of Man,"
11,0.26,"Written b a yong, bbuta naaemnent Chritiun, mich  wil in-","written by a young, but an eminent Christian, which will in-"
12,0,"form you, what true religion is, and by what means you may","form you, what true religion is, and by what means you may"
10,0,"attain it. As likewise, how wr&chedly most people err in","attain it. As likewise, how wr&chedly most people err in"
12,0.25,"theirsen1tim3entts abot it, who snupospe it    t be noohin elsa( as","their sentiments about it, who suppose it to be nothing else (as"
13,0,he tells us on page 3d) but a mere model of outward performances;,he tells us on page 3d) but a mere model of outward performances;
9,0.32,wihouft gvem  conideringat   aal our ocrrupt passions mmtu,"without ever considering, that all our corrupt passions must"
11,0,"be subdued, and a complex habit of virtues, such as meekness,","be subdued, and a complex habit of virtues, such as meekness,"
12,0.26,"lblwiness, fai hppe, dan lte llove of God undld of nnman, be","lowliness, faith, hope, and the love of God and of man, be"
12,0.3,"implnadein heiir room, bhefure wecean have thh last ttlet o","implanted in their room, before we can have the least title to"
11,0.27,enelr ntao th ekimGgdmm of  GOod. Our  vine materrr having ex-,enter into the kingdom of God. Our divine master having ex-
10,0.27,"ressly ltold u, thhat ""uriesx e reonunce uukrselvse, and  take","pressly told us, that ""unless we renounce ourselves, and take"
11,0,"""up our cross daily, we cannot be his disciples."" And again,","""up our cross daily, we cannot be his disciples."" And again,"
12,0.29,"""uness wee hae  hespirit   of Crist,, ew ave none osf his.""","""unless we have the spirit of Christ, we are none of his."""
11,0,"You will scarce have time, I imagine, before Mr. H. leaves","You will scarce have time, I imagine, before Mr. H. leaves"
10,0.26,"Glouc3ster, 7oo revize, vvhsat  av crecommedded to yovur peerusal.","Gloucester, to revise, what I have recommended to your perusal."
12,0,"However, be pleased to let me hear from you by him, together","However, be pleased to let me hear from you by him, together"
11,0,with an account of your free sentiments about this matter. I,with an account of your free sentiments about this matter. I
11,0.28,"trust (by God's gra()e  e chaI| at last, rightly ersttnd one","trust (by God's grace) we shall, at last, rightly understand one"
11,0.3,"anothre's meaniing  I shoUld b glat ohe too, uhetehryoa","another's meaning. I should be glad to hear too, whether you"
11,0,"keep morning prayers, and how often you receive the holy com-","keep morning prayers, and how often you receive the holy com-"
9,0.32,"mnionn, thee ibeng nthg, hcchxso muchbe-dwarfsus","munion, there being nothing, which so much be-dwarfs us"
9,0.29,"in raiioun,,and hndders oor progress towadrs the hevely","in religion, and hinders our progress towards the heavenly"
10,0,"Canaan, as starving our souls by keeping away from the","Canaan, as starving our souls by keeping away from the"
11,0.27,haveenll banqueet. 1|l have nothing mora to a at pprecseent on,heavenly banquet. I have nothing more to add at present on
13,0,"this subject, till you favour me with a line, which, I hope, you","this subject, till you favour me with a line, which, I hope, you"
13,0.3,"wili not fi doig by Mr . wmo i lwiillirgly brivg ti to,","will not fail doing by Mr. H. who will willingly bring it to,"
2,0.29,"Da Sir,","Dear Sir,"
7,0,"Your sincere friend and very humble servant,","Your sincere friend and very humble servant,"
2,0.2,"G, W.",G. W.
2,0,LETTER VI.,LETTER VI.
6,0.27,"Dear Sir,O o xn, March 6 177335.","Dear Sir, Oxon, March 6, 1735."
13,0,"I Had the favour of your letter by Mr. H. and, as desired,","I Had the favour of your letter by Mr. H. and, as desired,"
9,0,I have made enquiry about the post-masters and clerks,I have made enquiry about the post-masters and clerks
13,0.29,"opf Merrtcn. Af tothe  for, I hear,  t ht th fie senior fel-","of Merton. As to the former, I hear, that the five senior fel-"
14,0,"lows have each a power to elect one in his turn, and that there","lows have each a power to elect one in his turn, and that there"
14,0.29,"i snoW  vvaocanecy, ubt one lrady on he soI t o supply it, and","is now a vacancy, but one ready on the spot to supply it, and"
10,0,no likelihood of there being another this long while. The,no likelihood of there being another this long while. The
12,0,"latter, are solely in the power of the warden, and though all","latter, are solely in the power of the warden, and though all"
13,0.29,"the pllaes a a reset fillled pu, yet,, there wil biea  vuCcncy","the places are at present filled up, yet, there will be a vacancy"
10,0.31,"nexxtt er mso  tha, pvehas, by a sesonable apppictaion,yro","next term, so that, perhaps, by a seasonable application, your"
11,0.23,blrOother mag get a tfriend i. Thus muuch fr nbsiesns.  A,brother may get a friend in. Thus much for business. As
12,0.3,"for the other partiuclklar, speiiFde ithe laltavpat of you last;","for the other particular, specified in the latter part of your last;"
13,0,I find by what I can gather from your own and my brother's,I find by what I can gather from your own and my brother's
11,0.24,"expraeSfsions,  as lel as  frmmo Mr. HH.'s disocusre,t hat  my lafte","expressions, as well as from Mr. H.'s discourse, that my late"
12,0,letters have met with but a cold reception; and that you seem,letters have met with but a cold reception; and that you seem
11,0.32,desiruos of herriig n omome of so secing lugrateEul a   s-,desirous of hearing no more of so seemingly ungrateful a sub-
12,0,"ject, as submitting our wills to the will of God; which, in-","ject, as submitting our wills to the will of God; which, in-"
12,0.3,"deed, is aal ths7t i ihplied in tatghpasa (wih oqar enemy","deed, is all that is implied in that phrase (which our enemy"
10,0.3,w0ould riprseet a o pqrmdialbe to su) of reoounnsig oursevs.,would represent as so formidable to us) of renouncing ourselves.
10,0,"Alas, Sir! what is there that appears so monstrously terrible","Alas, Sir! what is there that appears so monstrously terrible"
14,0.29,"in a doctrine eha tis, (oor a tleesat  ougt + obg)t he constnt ub-","in a doctrine that is, (or at least ought to be) the constant sub-"
12,0.25,"jcet f ou rprayemrs, wheneevger we put p that ptpei7ior of ouRr","ject of our prayers, whenever we put up that petition of our"
12,0,"Lord's: ""Thy will be done in earth, as it is in Heaven.""","Lord's: ""Thy will be done in earth, as it is in Heaven."""
13,0.25,"Thhhe ihpmrt ofwhichh seems oIt be +this. Ift, +hatt ew daevery","The import of which seems to be this. Ift, That we do every"
10,0.25,"thingt thhat od i1lls, and nnothiug 6ut whaat  hee willeht.","thing that God wills, and nothing but what he willeth."
11,0.29,"2dlv;, Thef we do eeevlyhing hoe wils,, oly inthemanner","2dly, That we do everything he wills, only in the manner"
11,0.24,"eh willtth, 3dll, Tnat we do thosethigss he willeth, onllY","he willeth, 3dly, That we do those things he willeth, only"
11,0.31,"ebkauseeh wileth. ThiS s alI, ir., JI haev been endaevou——r","because he willeth. This is all, Sir, I have been endeavour-"
12,0.27,ing to nculcate in my laIto lgettters  and   thohghif seemss as,ing to inculcate in my late letters; and though it seems as
10,0,"clear as the light, upon an impartial and considerate view,","clear as the light, upon an impartial and considerate view,"
11,0.29,yte ourgrand  mpostorr (hozev3ery corrvption is    having a wll,"yet, our grand impostor (whose very corruption is having a will"
9,0.28,"dstinctfrom, and  teherefore onrarrry to o'ds )waudl fian","distinct from, and therefore contrary to God's) would fain"
12,0,"set it out in the most hideous colours, as though we were","set it out in the most hideous colours, as though we were"
9,0.26,"""Sgetter sfortth of straunge docIrinas""  or plropbsings ome ighem","""Setters forth of strange doctrines;"" or proposing some higher"
9,0.27,"deereSs of perrfgecino,  tHan evgry ordnarvChristian is OobIiged","degrees of perfection, than every ordinary Christian is obliged"
