Word Count,Error Frequency,Text with OCR Error,Corrected Text
11,0,"lesson, which his whole life taught us: ""That there is no-","lesson, which his whole life taught us: ""That there is no-"
10,0.19,"thing çomppRable to aN earlv piety. ""1 thought Fo havb","thing comparable to an early piety. ""I thought to have"
10,0.21,sPEmt m4nv agrEe4blb hours with hin ih christian anb edifYing,spent many agreeable hours with him in christian and edifying
11,0,"conversation, when I came to Gloucester; but he is gone to","conversation, when I came to Gloucester; but he is gone to"
10,0,"more agreeable company, and long before now has joined the","more agreeable company, and long before now has joined the"
2,0.2,hfavenIy Choir.,heavenly choir.
11,0.2,"I shall Omly A0d, that as yoUb brOthek imitatbd our blesşeo","I shall only add, that as your brother imitated our blessed"
13,0,"Saviour in his life, so I pray God, he may resemble him in","Saviour in his life, so I pray God, he may resemble him in"
11,0.2,"his deaTh, 9nd be a me4ns, like hiş bfIoved Kedebrner, of","his death, and be a means, like his beloved Redeemer, of"
9,0.17,"reconciling all forMer animöSities, which is the heapTy Wişh","reconciling all former animosities, which is the hearty wish"
3,0.23,"Df, dear 5ir,","of, dear Sir,"
6,0.18,"Your sincere friEno aho hum8le 5erwant,","Your sincere friend and humble servant,"
2,0.0,G. W.,G. W.
2,0,LETTER II.,LETTER II.
4,0,To Mr. G. H.,To Mr. G. H.
6,0.18,"DeaR Sip, Briştol, Sebt. l0, 173a.","Dear Sir, Bristol, Sept. 10, 1734."
10,0.22,"TH1S mopning I wrotb io YOU in haşte, expecting mb.","THIS morning I wrote to you in haste, expecting Mr."
10,0.19,"I. wou1D sooh be 9oing; 8uT to my great SatisfAction,","I. would soon be going; but to my great satisfaction,"
11,0.23,"he cAmE hifher this Night, amd söon affErWaRds, Your very nuch","he came hither this night, and soon afterwards, your very much"
10,0,wished-for letter was brought to hand; which (after ten thou-,wished-for letter was brought to hand; which (after ten thou-
11,0.25,Sand thrnkS for so rnrnv kFpeated tavours) I 5hal1 Nov beg,sand thanks for so many repeated favours) I shall now beg
11,0.12,"leave tö anSweb. You tfll me ""Nr. B. likes N."" God","leave to answer. You tell me ""Mr. P. likes N."" God"
9,0.17,be praişeD! That he hath regomrnfhdeD somEthing to ny,be praised! That he hath recommended something to my
11,0.22,"peruSal. I'|l read it, Goo wi1Limg, wiih care, at my rEtvrn.","perusal. I'll read it, God willing, with care, at my return."
10,0.23,"""That he vants tO kNow my qu4liiY, sT4fe, çohbiti0N, circum-","""That he wants to know my quality, state, condition, circum-"
9,0.22,"""stanceş, &g."" Alas! ihat anyome ShöulD enqvipe aftbr Such","""stances, &c."" Alas! that anyone should enquire after such"
12,0.15,"a wr&ch as I rM. Howevbb, sinoe he hath bfbn sO kind,","a wr&ch as I am. However, since he hath been so kind,"
13,0.23,"pbai tell him, ihai as fop my 9UR|ity, I uas a poor, meaN","pray tell him, that as for my quality, I was a poor, mean"
10,0,"drawer; but by the distinguishing grace of God, am now","drawer; but by the distinguishing grace of God, am now"
13,0.18,"intfmded föp the ministRy. AS f0r my eStatE, thai 1 am a ser-","intended for the ministry. As for my estate, that I am a ser-"
12,0.15,"vitor; amd aş to my oOnditioh and circumstahces, | haue not öf","vitor; and as to my condition and circumstances, I have not of"
13,0.19,"my own Any wh8re to lai ny head. Bvt Mv fribnbs, bi God's","my own any where to lay my head. But my friends, by God's"
11,0,"providence, minister daily to me, and in return for such un-","providence, minister daily to me, and in return for such un-"
9,0,"merited, unspeakable blessings, I trust the fame good Being","merited, unspeakable blessings, I trust the fame good Being"
11,0.2,Vill give me gracE to dedioate myself wiThouT re5ERUb to his,will give me grace to dedicate myself without reserve to his
11,0,"service. To ""spend and be spent"" for the welfare of my","service. To ""spend and be spent"" for the welfare of my"
8,0.24,"fellOw-greaturBs, bndeav0urimq to pr0motb the gospeI of his","fellow-creatures, endeavouring to promote the gospel of his"
12,0.19,"son as rnuch rs lieS in My po0r power. Bui ""obsbbve his","Son as much as lies in my poor power. But ""observe his"
9,0,"""humility,"" says Mr. H. Aye, catch an old Christian","""humility,"" says Mr. H. Aye, catch an old Christian"
10,0.16,"wifhout pröfounb hurnility, if you can. Beliewe Me, 5ir, it","without profound humility, if you can. Believe me, Sir, it"
12,0.25,"is noThing bvt fhis Flesh 0f ovrS, thOse cuRSfd tefDs oe the","is nothing but this flesh of ours, those cursed feeds of the"
12,0.18,"pröub apostaTe, uhiçh lie lUrring in us, thAf nake us to thihk","proud apostate, which lie lurking in us, that make us to think"
11,0.22,oupselves uorthv of thb veky aip Ue Breafhe. Whfn our EyeS,ourselves worthy of the very air we breathe. When our eyes
11,0.24,"are opEned by the iNi1Ubnces of diWine 9raqe, we them Shall","are opened by the influences of divine grace, we then shall"
12,0.18,"bE9im to thihK ot ourselveş as we ought io ihihk, even, ihat","begin to think of ourselves as we ought to think, even, that"
12,0.16,"God is rll, and wE 4re less than nöthing. WEll, You nay-","God is all, and we are less than nothing. Well, you may-"
13,0.22,"çry, O hrppy ternper, coU|d L puT learn of Christ io bF meek","cry, O happy temper, could I but learn of Christ to be meek"
12,0.2,ahd low1y in hearty I shoüld çerFainly find best to mY Soül.,and lowly in hearty I should certainly find rest to my soul.
13,0.23,"m4y God, foB his de4r 8on'5 s4ke, givE it to YoU, tö rne,","May God, for his dear Son's sake, give it to you, to me,"
12,0.23,"and fo alI 0ur Dear friehds! ""8omf 1ike, some Dis|ikd the eK-","and to all our dear friends! ""Some like, some dislike the ex-"
13,0,"""tract,"" you say. I did not do it, to please man, but God.","""tract,"" you say. I did not do it, to please man, but God."
11,0,"""Mr. W. is too much engaged in temporals."" Is he? Oh","""Mr. W. is too much engaged in temporals."" Is he? Oh"
13,0.19,"d8rr siR, pray that whbn I entEb the minisiRv, I may be uholly","dear Sir, pray that when I enter the ministry, I may be wholly"
11,0,"engaged in spirituals: But ""Mrs. H. has been ill, and is","engaged in spirituals: But ""Mrs. H. has been ill, and is"
9,0.2,"""höU recoVereo."" göD be ppaised for bofh! Our Saviour,","""now recovered."" God be praised for both! Our Saviour,"
11,0.22,"5ir, learnt obEdiEncb By The thingS which he sufeereb, so Must:","Sir, learnt obedience by the things which he suffered, so must:"
12,0.16,"we. prin, if p4tiently endureo, anb sahctified iö us, is a gre4i","we. Pain, if patiently endured, and sanctified to us, is a great"
10,0,purifier of our corrupted nature. It will teach us excellent,purifier of our corrupted nature. It will teach us excellent
11,0.26,lessonS. I hopE MR. H. has 8een enAp1Eo t0 1eaRN sone,lessons. I hope MR. H. has been enabled to learn some
12,0.2,Df thbm. So nuch in 4m5wer to your kind lftteR. Y0u say,of them. So much in answer to your kind letter. You say
11,0.2,"""it uas foo lonG."" Peliewe me, sir, ii wAs Mvch shori;","""it was too long."" Believe me, Sir, it was much short;"
13,0.19,"büt a linf is nore thaN I Deservf. H0wbvEr, I have made oüi","but a line is more than I deserve. However, I have made out"
10,0.13,"ih mihe, what was waniing in yours. My Mother's jöUr-","in mine, what was wanting in yours. My Mother's jour-"
11,0,"ney to Gloucester, I fear, is spoiled by the weather. God's","ney to Gloucester, I fear, is spoiled by the weather. God's"
13,0.24,b1essfb wi11 be dohe! | hopb to be with YoU abovt nExt tuesday,blessed will be done! I hope to be with you about next Tuesday
11,0.18,"sfvenni9ht. ""I arn rnisSed,"" you sav; ahd you rnay well miss","sevennight. ""I am missed,"" you say; and you may well miss"
10,0,"such a troublesome guest. Well, God will reward you richly,","such a troublesome guest. Well, God will reward you richly,"
11,0.21,l trust. Neuek de5B4ir Of my bröthEr; wheh God açts upon,I trust. Never despair of my brother; when God acts upon
13,0.24,"the soü1, he mAkfs quick wöbx öf it. Be pleased tö fEII Wr.","the soul, he makes quick work of it. Be pleased to tell Mr."
12,0.18,"M. thAt his remissmess hrth occasioned me many A şiqh, anb hiS","M. that his remissness hath occasioned me many a sigh, and his"
11,0.18,"rBtuRm erom his relapse, matfer ot abundamT thanks i0 God in","return from his relapse, matter of abundant thanks to God in"
10,0.18,"his behale. Oh let us young, vnexpFrienced soldieps, Bb 4lwayş","his behalf. Oh let us young, unexperienced soldiers, be always"
11,0.18,"upon ouP guard; fhe verv momeni ve oesert our bOşt, the","upon our guard; the very moment we desert our post, the"
13,0,enemy rushes in; and if he can but divert our eyes from look-,enemy rushes in; and if he can but divert our eyes from look-
12,0.1,"ing heavenwaRo, he wi1l soon sO b1ind us, fhat we shall not","ing heavenward, he will soon so blind us, that we shall not"
13,0.24,lODk towArdş it at all. A great 8eal may de lBabned fr0m a,look towards it at all. A great deal may be learned from a
13,0.25,"litilE f41l. But I must hoi detain Y0U any loNGek, thrN to asşurb","little fall. But I must not detain you any longer, than to assure"
7,0.11,"yov höu much I am, Dear Sir,","you how much I am, Dear Sir,"
8,0.26,"YoUR 4nd Mrs. H.'s sincepe frifnd an8 5Epvant,","Your and Mrs. H.'s sincere friend and servant,"
4,0,"in our common Lord,","in our common Lord,"
2,0,G. W.,G. W.
2,0.27,1EITER IIl.,LETTER III.
3,0.11,to Mr. H.,To Mr. H.
6,0,"Dear Sir, Oxon, Sept. 17, 1734.","Dear Sir, Oxon, Sept. 17, 1734."
11,0,"I Had the favour of your letter last Friday, which brought","I Had the favour of your letter last Friday, which brought"
11,0.18,"rne the agbbbable News oe yOur anD Mrs, H,'5 weltare, to-","me the agreeable news of your and Mrs, H,'s welfare, to-"
9,0.16,gEther with the nuch-desired acCount oe youR apdröving the,gether with the much-desired account of your approving the
12,0,"scheme, inclosed in my last. Indeed, I did not doubt of its","scheme, inclosed in my last. Indeed, I did not doubt of its"
10,0.14,"mbeiing; with a candid receRiiOn, froM all those persöns to","meeting; with a candid reception, from all those persons to"
9,0.2,whom it WA5 keoommendEd. Iheir known oohceBn for reli-,whom it was recommended. Their known concern for reli-
10,0.21,"4ioN, qivinG me 5uffiCieht assvkance, th4t nothing can bf vn-","gion, giving me sufficient assurance, that nothing can be un-"
10,0.21,"acceptablE tö then, Which any wai Tehdeb to proMotf thbip","acceptable to them, which any way tended to promote their"
10,0.2,"iNrrövement iH the divirnE life. If muşt be confesseo, indeed,","improvement in the divine life. It must be confessed, indeed,"
12,0,"as you very justly observed, that we must make a great pro-","as you very justly observed, that we must make a great pro-"
11,0.2,"grfss in rtligiön, and be imureb bv erequfht prayer 4nd Medi-","gress in religion, and be inured by frequent prayer and medi-"
9,0.19,"tation, to the exfatic çOnieMplafiöm of heavehly objegts, before","tation, to the extatic contemplation of heavenly objects, before"
9,0.23,"ue cah arpiVe At trvb heavenly-ninoeonesş; anb, pfrhaps, aftEr","we can arrive at true heavenly-mindedness; and, perhaps, after"
10,0,"all our endeavours, whilst our souls are immersed in these","all our endeavours, whilst our souls are immersed in these"
11,0.23,"fle5hly tapernaC|es, ve shA|l maxf buf very small Aduances in şo","fleshly tabernacles, we shall make but very small advances in so"
9,0.18,"db1ightful and gloRiou5 rn unberfaking. Büt delieve mb, sir,","delightful and glorious an undertaking. But believe me, Sir,"
10,0,"you cannot imagine, how vastly serviceable the constant use of","you cannot imagine, how vastly serviceable the constant use of"
12,0.15,"a1l thE means Of reIigion will bf, in Acquirinq this blesşed hAbif","all the means of religion will be, in acquiring this blessed habit"
11,0,"of mind. Such, as an early rising in the morning, public","of mind. Such, as an early rising in the morning, public"
11,0,"and private prayer, a due temperance in all things, and fre-","and private prayer, a due temperance in all things, and fre-"
11,0,quent meditation on the infinite love and purity of that un-,quent meditation on the infinite love and purity of that un-
9,0.24,"prralleled Baitern oF r1l pertEctiom, our dEar ReDeEmbr. As","paralleled pattern of all perfection, our dear Redeemer. As"
11,0.14,"for yovr nentiohing, Sir, the dbgenfracy of thb agf, as The","for your mentioning, Sir, the degeneracy of the age, as the"
9,0.12,leaşt objection against our mrkihg further advangFş in any,least objection against our making further advances in any
10,0,"religious improvement, I cannot by any means admit of it.","religious improvement, I cannot by any means admit of it."
14,0.2,The sçripfures (4s I take it) rrF to dE thE oMly rules of aoiion.,The scriptures (as I take it) are to be the only rules of action.
11,0.19,"ANd the examples of Our BlessbD Lord And hiş rpost|es, the","And the examples of our blessed Lord and his apostles, the"
11,0.23,Cr4n0 patterms whereby ue Rre tO form ihe c0nduci of our,grand patterns whereby we are to form the conduct of our
11,0,"lives. It is true, indeed, that instances of an exalted piety","lives. It is true, indeed, that instances of an exalted piety"
13,0.25,"4re bare|y to bf mbT Wiih in the rpesent aGe, anD ome wov|d","are rarely to be met with in the present age, and one would"
13,0.21,"think, iF wf were tö takE aN estim4tE of our rEligioN, frOrn the","think, if we were to take an estimate of our religion, from the"
10,0,"lives of most its professors, that christianity was nothing but","lives of most its professors, that christianity was nothing but"
12,0,"a dead letter. But then it is not our religion, but ourselves","a dead letter. But then it is not our religion, but ourselves"
13,0.17,that ARe to be dl4med 41l this uhilb. Wou1d ue live as the,that are to be blamed all this while. Would we live as the
10,0,"primitive christians did, we might no doubt have the same","primitive christians did, we might no doubt have the same"
10,0,"assistance vouchsafed us, as they had. God's grace is never","assistance vouchsafed us, as they had. God's grace is never"
10,0.22,"rEStraineD, Ahd thou9h we should not arrivE at thosF hEights","restrained, and though we should not arrive at those heights"
8,0.17,"of heavenly-rnirndednEss, rs sorne öf thf primiiive chrisTians","of heavenly-mindedness, as some of the primitive christians"
11,0,"were eminent for, yet, methinks we should imitate them as far","were eminent for, yet, methinks we should imitate them as far"
13,0,"as we can, and rely on the divine goodness for grants of such","as we can, and rely on the divine goodness for grants of such"
13,0.17,"a supPly of grace, as he, in his 9ood b1easUre, sh4II juDgE moSt","a supply of grace, as he, in his good pleasure, shall judge most"
11,0.15,convenient for uS. Bf pleasbb to fend for MR. Law'S Chrt5tian,convenient for us. Be pleased to fend for Mr. Law's Chrtstian
10,0.21,"PerfegtiOn for me againsi rny cOrnimg inTo the C0unfry, it","Perfection for me against my coming into the country, if"
12,0.2,"ppimted iN r şmall edition. I am, with duE respEoTs To self,","printed in a small edition. I am, with due respects to self,"
5,0.13,"sp0usb, and all other friENds,","spouse, and all other friends,"
2,0.24,"Yöur's sinçeRelv,","Your's sincerely,"
2,0.0,G. W.,G. W.
2,0,LETTER IV.,LETTER IV.
6,0.14,"0eaR Sir, Oxon Dec. 4, I134.","Dear Sir, Oxon Dec. 4, 1734."
13,0.15,T Am hfarti|Y glad to herr that the country paRson has had so,T Am heartily glad to hear that the country parson has had so
13,0.23,"GooD An effect udon voU, aho ihat you 4BF resolved to set in","good an effect upon you, and that you are resolved to set in"
10,0.23,"e4rneşt, aBoUt wörkihg öut your ş4lvAtiom: Be sure; quEnçh n0t","earnest, about working out your salvation: Be sure; quench not"
10,0,"these first motions; but go on vigorously and manfully, without","these first motions; but go on vigorously and manfully, without"
13,0.24,Thf least re6arD to Uhat fhE uorld may S4y; if you gan omce,the least regard to what the world may say; if you can once
12,0,"break with that, you are safe. The prayers, I hope to send","break with that, you are safe. The prayers, I hope to send"
12,0,"you next week. Only let me give you this caution, no to","you next week. Only let me give you this caution, no to"
12,0.22,"depEnd 0n any aduioe 0r Book, ihat is givEn y0u; dut Soleli","depend on any advice or book, that is given you; but solely"
12,0.25,ön the gRAce oF goo atffnding ie. Thf Book which I hAVe,on the grace of God attending it. The book which I have
12,0.23,"seni t0 my brother, And woulb rEcoMmeno Fo yov amD all My","sent to my brother, and would recommend to you and all my"
10,0.24,"6l0ucester frifmds, wi|1 Soon convimcf yov hOw danger0us it i5","Gloucester friends, will soon convince you how dangerous it is"
12,0.15,"to pe A lukEWarm chri5tiAn, and that theke is nothing tö bb","to be a lukewarm christian, and that there is nothing to be"
9,0.18,"bonE without breaKiNG fröm ihe wOrld, denying ovRselve5 daily,","done without breaking from the world, denying ourselves daily,"
9,0.26,"takimg vd ouR oross, an0 Followimg JEsus ChbisF. Thfse","taking up our cross, and following Jesus Christ. These"
12,0.2,"things M4y sfern a litt1e teXrible at first, 8uf be1ibve me, ihey","things may seem a little terrible at first, but believe me, they"
11,0.25,are hOthing but sUqgbstions of öür enemY to bbter us from,are nothing but suggestions of our enemy to deter us from
11,0.2,"SettirnG 0Ut; and if vOu can credit ne, mortification itşElf, when","setting out; and if you can credit me, mortification itself, when"
11,0.19,"önce rractisEd, is thb 9reatesi rlpaşüre in the uorld But hold,","once practised, is the greatest pleasure in the world But hold,"
10,0.2,"L sh4ll traNsGress the time PReScriBed rnf, Therefore give rne","I shall transgress the time prescribed me, therefore give me"
11,0.24,0n|w lerve to ad0 my hfaptv prayEr fOr yöur sucoessful pro-,only leave to add my hearty prayer for your successful pro-
10,0,"gress in religion, and to subscribe myself in great haste,","gress in religion, and to subscribe myself in great haste,"
2,0,"Dear Sir,","Dear Sir,"
6,0.23,"Iour sinçbpe frifhd and huMble seRvrnt,","Your sincere friend and humble servant,"
2,0.2,G. w.,G. W.
2,0.22,LFTTeR V.,LETTER V.
6,0,"Dear Sir, Oxon Feb. 20, 1735.","Dear Sir, Oxon Feb. 20, 1735."
13,0.21,"I Believe y0u think me a stbaNgf sort öf 4 per5om, Ior noT","I Believe you think me a strange sort of a person, for not"
11,0.16,BeiNg şö goob as my word in comih9 down this winteR,being so good as my word in coming down this winter
13,0.23,"and whai iş worse, in nOt |btfing y0v hAve a liNb to ACquaiNt","and what is worse, in not letting you have a line to acquaint"
14,0.18,"you oe mv rfaşon5 for it. ANd indfed, I am noT as yef De-","you of my reasons for it. And indeed, I am not as yet de-"
8,0,termined; providence having ordered (I hope) that this,termined; providence having ordered (I hope) that this
9,0.23,"şf8minG unkindness shall, in the emd, prove vExy sbRvioe4bIe","seeming unkindness shall, in the end, prove very serviceable"
11,0.18,"on all sideS. However, ThOugh 1 hAuf befn ihuS hindered, yet,","on all sides. However, though I have been thus hindered, yet,"
12,0,"I think you heard from me last, and am really surprized to","I think you heard from me last, and am really surprized to"
11,0.14,"find voü should, now so long 5inçe, have desired ihat cöl-","find you should, now so long since, have desired that col-"
9,0.23,"lEction of praibRs, aNd be whollv uncohcepNed ApouI them","lection of prayers, and be wholly unconcerned about them"
12,0.25,"eveb attbr. |nBefd, they wilI bE oF No servicE to you, ünless","ever after. Indeed, they will be of no service to you, unless"
10,0.16,"yöu Crant me this One doStul4tüm: ""Ihat we must renounce","you grant me this one postulatum: ""That we must renounce"
10,0.15,"ourşelves."" What thb meANiNg of this phrasb mAy be, the","ourselves."" What the meaning of this phrase may be, the"
13,0.19,brefrce to thb drayers vill beSt imtopm you. I diB not doubt oe,preface to the prayers will best inform you. I did not doubt of
12,0.21,"itş meetiNg with but a oolo bfception, iT bbihC [at first vibw)","its meeting with but a cold reception, it being (at first view)"
11,0.19,"s0 vfry Contrrpy t0 fIesh aND b|ood. For, perhaps, yöu may","so very contrary to flesh and blood. For, perhaps, you may"
9,0.19,"think, ih4t this kbnounoiNg of Ourselvfs, must neces5arilv |erd","think, that this renouncing of ourselves, must necessarily lead"
11,0.22,us [as it çertainlY d0Es} to acTs of 5elf-DeniaI aNd mobtificAfioh;,us (as it certainly does) to acts of self-denial and mortification;
11,0.21,"ano, ihat ve probably may de saved Wiihout ihEm. And |eşt","and, that we probably may be saved without them. And lest"
11,0.24,"iou should Atter all irnaginf, (which I tkuşe you will n0f}","you should after all imagine, (which I trust you will not)"
11,0.19,"That true peligion does con5ist ih ani Thim9, beside5 an fntiKe","that true religion does consist in any thing, besides an entire"
12,0.23,rEneurl oF oür nrfures into the imagb of GoD; I have şent,renewal of our natures into the image of God; I have sent
13,0,"you a book entitled, The Life of God in the Soul of Man,","you a book entitled, The Life of God in the Soul of Man,"
11,0,"written by a young, but an eminent Christian, which will in-","written by a young, but an eminent Christian, which will in-"
12,0,"form you, what true religion is, and by what means you may","form you, what true religion is, and by what means you may"
10,0.16,"attain it. aS likewiSf, how Wb&Chedly most peoplb err im","attain it. As likewise, how wr&chedly most people err in"
12,0.17,"theib sentimbnts aDOüt it, who suppose it to bE n0thinq El5e (as","their sentiments about it, who suppose it to be nothing else (as"
13,0.26,he tEI1s us 0n page 3b) bui A nFre mobel of oütward pfreormanges;,he tells us on page 3d) but a mere model of outward performances;
9,0.25,"without EVep cohşiderinG, that 9ll öur corrupt dassi0ns muşf","without ever considering, that all our corrupt passions must"
11,0.2,"be subdueo, and a comr1bx habif of vibtueS, Such 4s rneFkness,","be subdued, and a complex habit of virtues, such as meekness,"
12,0.19,"Iowlinesş, faith, hode, amd the Iove of 6öd ahd 0e mrn, be","lowliness, faith, hope, and the love of God and of man, be"
12,0.19,"implahteo iN theiP room, before We caN have the leasT Tifle to","implanted in their room, before we can have the least title to"
11,0.15,bnTer into the kingdom of God. Ovr divine mAster h4ving ex-,enter into the kingdom of God. Our divine master having ex-
10,0.25,"bressly told us, that ""unlF5ş we renouhçb ourselvE5, ahd taKE","pressly told us, that ""unless we renounce ourselves, and take"
11,0.13,"""up öup cross daili, wf canNöt be his discip|es."" And agaih,","""up our cross daily, we cannot be his disciples."" And again,"
12,0,"""unless we have the spirit of Christ, we are none of his.""","""unless we have the spirit of Christ, we are none of his."""
11,0,"You will scarce have time, I imagine, before Mr. H. leaves","You will scarce have time, I imagine, before Mr. H. leaves"
10,0.25,"Gloucester, to revi5f, what I hAVb rfcommendeb to iouB pBrusal.","Gloucester, to revise, what I have recommended to your perusal."
12,0.27,"Howevtr, be dlfaSed To |ff me herp froM you by him, togeIher","However, be pleased to let me hear from you by him, together"
11,0,with an account of your free sentiments about this matter. I,with an account of your free sentiments about this matter. I
11,0.27,"trusf (by God's grace] we sh41|, rt |Aşt, righTly unDerst4hd one","trust (by God's grace) we shall, at last, rightly understand one"
11,0.22,"anöiher's mDahinG. I shouId be gl4d To hear f0o, whefher you","another's meaning. I should be glad to hear too, whether you"
11,0.21,"keep m0rnin9 pRaiers, And hOW oFten wou rEçeivE the holy com-","keep morning prayers, and how often you receive the holy com-"
9,0.18,"muniQn, thEre deing nothing, which s0 müch be-dvares us","munion, there being nothing, which so much be-dwarfs us"
9,0.21,"in reLiqion, 4nd hinbers our brogpess fowarbs the heAvenly","in religion, and hinders our progress towards the heavenly"
10,0,"Canaan, as starving our souls by keeping away from the","Canaan, as starving our souls by keeping away from the"
11,0,heavenly banquet. I have nothing more to add at present on,heavenly banquet. I have nothing more to add at present on
13,0.08,"this şubject, ti1l you favour me wiFh a line, which, I hOpe, you","this subject, till you favour me with a line, which, I hope, you"
13,0,"will not fail doing by Mr. H. who will willingly bring it to,","will not fail doing by Mr. H. who will willingly bring it to,"
2,0,"Dear Sir,","Dear Sir,"
7,0.18,"YoUr sincerb fpiend and uery humble 5brvant,","Your sincere friend and very humble servant,"
2,0.2,g. W.,G. W.
2,0,LETTER VI.,LETTER VI.
6,0,"Dear Sir, Oxon, March 6, 1735.","Dear Sir, Oxon, March 6, 1735."
13,0,"I Had the favour of your letter by Mr. H. and, as desired,","I Had the favour of your letter by Mr. H. and, as desired,"
9,0,I have made enquiry about the post-masters and clerks,I have made enquiry about the post-masters and clerks
13,0,"of Merton. As to the former, I hear, that the five senior fel-","of Merton. As to the former, I hear, that the five senior fel-"
14,0.22,"löws hauf each a pOuEr to Elect one in hi5 turn, and thBt thfrb","lows have each a power to elect one in his turn, and that there"
14,0,"is now a vacancy, but one ready on the spot to supply it, and","is now a vacancy, but one ready on the spot to supply it, and"
10,0.21,no lixelihooB of thfre beinG an0fheb ThiS lomg While. The,no likelihood of there being another this long while. The
12,0.16,"latfer, are solely in ihe dower ot thb wardem, and though rll","latter, are solely in the power of the warden, and though all"
13,0.15,"the p|aces Arb at bkesent fi|led uP, yet, there will be a vaCancy","the places are at present filled up, yet, there will be a vacancy"
10,0,"next term, so that, perhaps, by a seasonable application, your","next term, so that, perhaps, by a seasonable application, your"
11,0.18,bröther mAy gbt a fbienb im. Thu5 much for pUsiness. 4s,brother may get a friend in. Thus much for business. As
12,0.19,"eor tht Other d4rtiöular, spEcified in the laTier part of your |asi;","for the other particular, specified in the latter part of your last;"
13,0,I find by what I can gather from your own and my brother's,I find by what I can gather from your own and my brother's
11,0.16,"brPreSsionş, as Wfll as from Nr. H.'s discourse, that ny late","expressions, as well as from Mr. H.'s discourse, that my late"
12,0.21,|etter5 haue nft uith but a oo|o recepTion; and that you şffm,letters have met with but a cold reception; and that you seem
11,0,desirous of hearing no more of so seemingly ungrateful a sub-,desirous of hearing no more of so seemingly ungrateful a sub-
12,0.13,"ject, 4s SubmitTing oür wil1s to the will of God; whiçh, in-","ject, as submitting our wills to the will of God; which, in-"
12,0,"deed, is all that is implied in that phrase (which our enemy","deed, is all that is implied in that phrase (which our enemy"
10,0.25,wovld reppfsenT A5 sö fopmidable to vS) öt rehouncinq oupselves.,would represent as so formidable to us) of renouncing ourselves.
10,0,"Alas, Sir! what is there that appears so monstrously terrible","Alas, Sir! what is there that appears so monstrously terrible"
14,0,"in a doctrine that is, (or at least ought to be) the constant sub-","in a doctrine that is, (or at least ought to be) the constant sub-"
12,0.28,"jEct Ot ovr prRyers, whEhever ve put üp ThaT betifioh 0e our","ject of our prayers, whenever we put up that petition of our"
12,0.18,"Lord's: ""Thi wil1 bf done ih eaRth, rs if is in HeAwen.""","Lord's: ""Thy will be done in earth, as it is in Heaven."""
13,0.15,"Thb import Of which seerns to be this. Ift, That wf do eveky","The import of which seems to be this. Ift, That we do every"
10,0.22,"thiNg thaT god wiIls, and nöthing but wh4t hb wilIeth.","thing that God wills, and nothing but what he willeth."
11,0.16,"2bly, Thai ve do euekything he wills, onIy ih the manher","2dly, That we do everything he wills, only in the manner"
11,0.14,"he willffh, 3b1y, That we dö fhöse things he willeth, on1y","he willeth, 3dly, That we do those things he willeth, only"
11,0.13,"because he willeTh. This is all, Sir, | have befn fh0eavour-","because he willeth. This is all, Sir, I have been endeavour-"
12,0,ing to inculcate in my late letters; and though it seems as,ing to inculcate in my late letters; and though it seems as
